"REF_DATE","GEO","DGUID","Age group","Sex","Indicators","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","High blood pressure","Number of persons","Number","223","units","0","v110800731","5.1.1.13.1","151100","","","","0"
"2020","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","High blood pressure","Number of persons","Number","223","units","0","v110800731","5.1.1.13.1","140700","","","","0"
"2019","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","Mood disorder","Number of persons","Number","223","units","0","v110800738","5.1.1.14.1","69300","","","","0"
"2020","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","Mood disorder","Number of persons","Number","223","units","0","v110800738","5.1.1.14.1","79900","","","","0"
"2019","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110800745","5.1.1.15.1","106100","","","","0"
"2020","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110800745","5.1.1.15.1","88100","","","","0"
"2019","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110800752","5.1.1.16.1","74600","","","","0"
"2020","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110800752","5.1.1.16.1","67300","","","","0"
"2019","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390950497","5.1.1.28.1","150500","","","","0"
"2020","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390950497","5.1.1.28.1","149200","","","","0"
"2019","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390950505","5.1.1.29.1","43000","","","","0"
"2020","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390950505","5.1.1.29.1","53000","E","","","0"
"2019","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","Heavy drinking","Number of persons","Number","223","units","0","v110800759","5.1.1.17.1","120700","","","","0"
"2020","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","Heavy drinking","Number of persons","Number","223","units","0","v110800759","5.1.1.17.1","124300","","","","0"
"2019","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110800766","5.1.1.18.1","","..","","","0"
"2020","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110800766","5.1.1.18.1","294700","","","","0"
"2019","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)","Number of persons","Number","223","units","0","v110800773","5.1.1.19.1","","..","","","0"
"2020","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)","Number of persons","Number","223","units","0","v110800773","5.1.1.19.1","13100","E","","","0"
"2019","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","Breast milk feeding initiation","Number of persons","Number","223","units","0","v110800780","5.1.1.20.1","26000","","","","0"
"2020","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","Breast milk feeding initiation","Number of persons","Number","223","units","0","v110800780","5.1.1.20.1","19100","E","","","0"
"2019","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","Exclusive breastfeeding, at least 6 months","Number of persons","Number","223","units","0","v110800787","5.1.1.21.1","9600","E","","","0"
"2020","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","Exclusive breastfeeding, at least 6 months","Number of persons","Number","223","units","0","v110800787","5.1.1.21.1","","F","","","0"
"2019","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110800794","5.1.1.22.1","","..","","","0"
"2020","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110800794","5.1.1.22.1","131700","","","","0"
"2019","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110800801","5.1.1.23.1","464500","","","","0"
"2020","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110800801","5.1.1.23.1","469600","","","","0"
"2019","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110800808","5.1.1.24.1","576300","","","","0"
"2020","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110800808","5.1.1.24.1","590100","","","","0"
"2019","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110800815","5.1.1.25.1","586000","","","","0"
"2020","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110800815","5.1.1.25.1","603700","","","","0"
"2019","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110800822","5.1.1.26.1","","..","","","0"
"2020","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110800822","5.1.1.26.1","","..","","","0"
"2019","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123341187","5.1.1.27.1","254400","","","","0"
"2020","New Brunswick","2016A000213","Total, 12 years and over","Both sexes","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123341187","5.1.1.27.1","311200","","","","0"
"2019","Quebec","2016A000224","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110803923","6.1.1.1.1","4524600","","","","0"
"2020","Quebec","2016A000224","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110803923","6.1.1.1.1","4729800","","","","0"
"2019","Quebec","2016A000224","Total, 12 years and over","Both sexes","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110803930","6.1.1.2.1","633900","","","","0"
"2020","Quebec","2016A000224","Total, 12 years and over","Both sexes","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110803930","6.1.1.2.1","596400","","","","0"
"2019","Quebec","2016A000224","Total, 12 years and over","Both sexes","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110803937","6.1.1.3.1","5147300","","","","0"
"2020","Quebec","2016A000224","Total, 12 years and over","Both sexes","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110803937","6.1.1.3.1","5086500","","","","0"
"2019","Quebec","2016A000224","Total, 12 years and over","Both sexes","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110803944","6.1.1.4.1","368600","","","","0"
"2020","Quebec","2016A000224","Total, 12 years and over","Both sexes","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110803944","6.1.1.4.1","474100","","","","0"
"2019","Quebec","2016A000224","Total, 12 years and over","Both sexes","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110803951","6.1.1.5.1","1716100","","","","0"
"2020","Quebec","2016A000224","Total, 12 years and over","Both sexes","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110803951","6.1.1.5.1","1592600","","","","0"
"2019","Quebec","2016A000224","Total, 12 years and over","Both sexes","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110803958","6.1.1.6.1","2387700","","","","0"
"2020","Quebec","2016A000224","Total, 12 years and over","Both sexes","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110803958","6.1.1.6.1","2281500","","","","0"
"2019","Quebec","2016A000224","Total, 12 years and over","Both sexes","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110803965","6.1.1.7.1","1654000","","","","0"
"2020","Quebec","2016A000224","Total, 12 years and over","Both sexes","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110803965","6.1.1.7.1","1700400","","","","0"
"2019","Quebec","2016A000224","Total, 12 years and over","Both sexes","Body mass index, self-reported, youth (12 to 17 years old), overweight or obese","Number of persons","Number","223","units","0","v110803972","6.1.1.8.1","93900","","","","0"
"2020","Quebec","2016A000224","Total, 12 years and over","Both sexes","Body mass index, self-reported, youth (12 to 17 years old), overweight or obese","Number of persons","Number","223","units","0","v110803972","6.1.1.8.1","98800","","","","0"
"2019","Quebec","2016A000224","Total, 12 years and over","Both sexes","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110803979","6.1.1.9.1","1334500","","","","0"
"2020","Quebec","2016A000224","Total, 12 years and over","Both sexes","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110803979","6.1.1.9.1","1354600","","","","0"
"2019","Quebec","2016A000224","Total, 12 years and over","Both sexes","Diabetes","Number of persons","Number","223","units","0","v110803986","6.1.1.10.1","537500","","","","0"
"2020","Quebec","2016A000224","Total, 12 years and over","Both sexes","Diabetes","Number of persons","Number","223","units","0","v110803986","6.1.1.10.1","512200","","","","0"
"2019","Quebec","2016A000224","Total, 12 years and over","Both sexes","Asthma","Number of persons","Number","223","units","0","v110803993","6.1.1.11.1","581600","","","","0"
"2020","Quebec","2016A000224","Total, 12 years and over","Both sexes","Asthma","Number of persons","Number","223","units","0","v110803993","6.1.1.11.1","631900","","","","0"
"2019","Quebec","2016A000224","Total, 12 years and over","Both sexes","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110804000","6.1.1.12.1","178900","","","","0"
"2020","Quebec","2016A000224","Total, 12 years and over","Both sexes","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110804000","6.1.1.12.1","212100","","","","0"
"2019","Quebec","2016A000224","Total, 12 years and over","Both sexes","High blood pressure","Number of persons","Number","223","units","0","v110804007","6.1.1.13.1","1215000","","","","0"
"2020","Quebec","2016A000224","Total, 12 years and over","Both sexes","High blood pressure","Number of persons","Number","223","units","0","v110804007","6.1.1.13.1","1203000","","","","0"
"2019","Quebec","2016A000224","Total, 12 years and over","Both sexes","Mood disorder","Number of persons","Number","223","units","0","v110804014","6.1.1.14.1","423300","","","","0"
"2020","Quebec","2016A000224","Total, 12 years and over","Both sexes","Mood disorder","Number of persons","Number","223","units","0","v110804014","6.1.1.14.1","435200","","","","0"
"2019","Quebec","2016A000224","Total, 12 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110804021","6.1.1.15.1","1235000","","","","0"
"2020","Quebec","2016A000224","Total, 12 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110804021","6.1.1.15.1","1105200","","","","0"
"2019","Quebec","2016A000224","Total, 12 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110804028","6.1.1.16.1","832000","","","","0"
"2020","Quebec","2016A000224","Total, 12 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110804028","6.1.1.16.1","769500","","","","0"
"2019","Quebec","2016A000224","Total, 12 years and over","Both sexes","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390950785","6.1.1.28.1","1144100","","","","0"
"2020","Quebec","2016A000224","Total, 12 years and over","Both sexes","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390950785","6.1.1.28.1","1183800","","","","0"
"2019","Quebec","2016A000224","Total, 12 years and over","Both sexes","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390950793","6.1.1.29.1","224300","","","","0"
"2020","Quebec","2016A000224","Total, 12 years and over","Both sexes","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390950793","6.1.1.29.1","247000","","","","0"
"2019","Quebec","2016A000224","Total, 12 years and over","Both sexes","Heavy drinking","Number of persons","Number","223","units","0","v110804035","6.1.1.17.1","1446100","","","","0"
"2020","Quebec","2016A000224","Total, 12 years and over","Both sexes","Heavy drinking","Number of persons","Number","223","units","0","v110804035","6.1.1.17.1","1275100","","","","0"
"2019","Quebec","2016A000224","Total, 12 years and over","Both sexes","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110804042","6.1.1.18.1","","..","","","0"
"2020","Quebec","2016A000224","Total, 12 years and over","Both sexes","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110804042","6.1.1.18.1","3356900","","","","0"
"2019","Quebec","2016A000224","Total, 12 years and over","Both sexes","Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)","Number of persons","Number","223","units","0","v110804049","6.1.1.19.1","","..","","","0"
"2020","Quebec","2016A000224","Total, 12 years and over","Both sexes","Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)","Number of persons","Number","223","units","0","v110804049","6.1.1.19.1","170500","","","","0"
"2019","Quebec","2016A000224","Total, 12 years and over","Both sexes","Breast milk feeding initiation","Number of persons","Number","223","units","0","v110804056","6.1.1.20.1","","..","","","0"
"2020","Quebec","2016A000224","Total, 12 years and over","Both sexes","Breast milk feeding initiation","Number of persons","Number","223","units","0","v110804056","6.1.1.20.1","","..","","","0"
"2019","Quebec","2016A000224","Total, 12 years and over","Both sexes","Exclusive breastfeeding, at least 6 months","Number of persons","Number","223","units","0","v110804063","6.1.1.21.1","","..","","","0"
"2020","Quebec","2016A000224","Total, 12 years and over","Both sexes","Exclusive breastfeeding, at least 6 months","Number of persons","Number","223","units","0","v110804063","6.1.1.21.1","","..","","","0"
"2019","Quebec","2016A000224","Total, 12 years and over","Both sexes","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110804070","6.1.1.22.1","","..","","","0"
"2020","Quebec","2016A000224","Total, 12 years and over","Both sexes","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110804070","6.1.1.22.1","2392900","","","","0"
"2019","Quebec","2016A000224","Total, 12 years and over","Both sexes","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110804077","6.1.1.23.1","4438500","","","","0"
"2020","Quebec","2016A000224","Total, 12 years and over","Both sexes","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110804077","6.1.1.23.1","4684200","","","","0"
"2019","Quebec","2016A000224","Total, 12 years and over","Both sexes","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110804084","6.1.1.24.1","6786800","","","","0"
"2020","Quebec","2016A000224","Total, 12 years and over","Both sexes","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110804084","6.1.1.24.1","6775500","","","","0"
"2019","Quebec","2016A000224","Total, 12 years and over","Both sexes","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110804091","6.1.1.25.1","5654900","","","","0"
"2020","Quebec","2016A000224","Total, 12 years and over","Both sexes","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110804091","6.1.1.25.1","5843500","","","","0"
"2019","Quebec","2016A000224","Total, 12 years and over","Both sexes","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110804098","6.1.1.26.1","","..","","","0"
"2020","Quebec","2016A000224","Total, 12 years and over","Both sexes","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110804098","6.1.1.26.1","","..","","","0"
"2019","Quebec","2016A000224","Total, 12 years and over","Both sexes","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123341331","6.1.1.27.1","1434600","","","","0"
"2020","Quebec","2016A000224","Total, 12 years and over","Both sexes","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123341331","6.1.1.27.1","1671700","","","","0"
"2019","Ontario","2016A000235","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110807199","7.1.1.1.1","7698500","","","","0"
"2020","Ontario","2016A000235","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110807199","7.1.1.1.1","7908400","","","","0"
"2019","Ontario","2016A000235","Total, 12 years and over","Both sexes","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110807206","7.1.1.2.1","1398100","","","","0"
"2020","Ontario","2016A000235","Total, 12 years and over","Both sexes","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110807206","7.1.1.2.1","1406000","","","","0"
"2019","Ontario","2016A000235","Total, 12 years and over","Both sexes","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110807213","7.1.1.3.1","7981900","","","","0"
"2020","Ontario","2016A000235","Total, 12 years and over","Both sexes","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110807213","7.1.1.3.1","7692800","","","","0"
"2019","Ontario","2016A000235","Total, 12 years and over","Both sexes","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110807220","7.1.1.4.1","1081500","","","","0"
"2020","Ontario","2016A000235","Total, 12 years and over","Both sexes","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110807220","7.1.1.4.1","1302400","","","","0"
"2019","Ontario","2016A000235","Total, 12 years and over","Both sexes","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110807227","7.1.1.5.1","2717100","","","","0"
"2020","Ontario","2016A000235","Total, 12 years and over","Both sexes","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110807227","7.1.1.5.1","2525900","","","","0"
"2019","Ontario","2016A000235","Total, 12 years and over","Both sexes","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110807234","7.1.1.6.1","3794800","","","","0"
"2020","Ontario","2016A000235","Total, 12 years and over","Both sexes","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110807234","7.1.1.6.1","3775100","","","","0"
"2019","Ontario","2016A000235","Total, 12 years and over","Both sexes","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110807241","7.1.1.7.1","2948700","","","","0"
"2020","Ontario","2016A000235","Total, 12 years and over","Both sexes","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110807241","7.1.1.7.1","3050800","","","","0"
"2019","Ontario","2016A000235","Total, 12 years and over","Both sexes","Body mass index, self-reported, youth (12 to 17 years old), overweight or obese","Number of persons","Number","223","units","0","v110807248","7.1.1.8.1","162400","","","","0"
"2020","Ontario","2016A000235","Total, 12 years and over","Both sexes","Body mass index, self-reported, youth (12 to 17 years old), overweight or obese","Number of persons","Number","223","units","0","v110807248","7.1.1.8.1","164500","","","","0"
"2019","Ontario","2016A000235","Total, 12 years and over","Both sexes","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110807255","7.1.1.9.1","2391900","","","","0"
"2020","Ontario","2016A000235","Total, 12 years and over","Both sexes","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110807255","7.1.1.9.1","2248700","","","","0"
"2019","Ontario","2016A000235","Total, 12 years and over","Both sexes","Diabetes","Number of persons","Number","223","units","0","v110807262","7.1.1.10.1","1086100","","","","0"
"2020","Ontario","2016A000235","Total, 12 years and over","Both sexes","Diabetes","Number of persons","Number","223","units","0","v110807262","7.1.1.10.1","937400","","","","0"
"2019","Ontario","2016A000235","Total, 12 years and over","Both sexes","Asthma","Number of persons","Number","223","units","0","v110807269","7.1.1.11.1","941000","","","","0"
"2020","Ontario","2016A000235","Total, 12 years and over","Both sexes","Asthma","Number of persons","Number","223","units","0","v110807269","7.1.1.11.1","1073600","","","","0"
"2019","Ontario","2016A000235","Total, 12 years and over","Both sexes","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110807276","7.1.1.12.1","304600","","","","0"
"2020","Ontario","2016A000235","Total, 12 years and over","Both sexes","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110807276","7.1.1.12.1","316100","","","","0"
"2019","Ontario","2016A000235","Total, 12 years and over","Both sexes","High blood pressure","Number of persons","Number","223","units","0","v110807283","7.1.1.13.1","2264600","","","","0"
"2020","Ontario","2016A000235","Total, 12 years and over","Both sexes","High blood pressure","Number of persons","Number","223","units","0","v110807283","7.1.1.13.1","2139700","","","","0"
"2019","Ontario","2016A000235","Total, 12 years and over","Both sexes","Mood disorder","Number of persons","Number","223","units","0","v110807290","7.1.1.14.1","1207800","","","","0"
"2020","Ontario","2016A000235","Total, 12 years and over","Both sexes","Mood disorder","Number of persons","Number","223","units","0","v110807290","7.1.1.14.1","1184100","","","","0"
"2019","Ontario","2016A000235","Total, 12 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110807297","7.1.1.15.1","1728300","","","","0"
"2020","Ontario","2016A000235","Total, 12 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110807297","7.1.1.15.1","1472400","","","","0"
"2019","Ontario","2016A000235","Total, 12 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110807304","7.1.1.16.1","1168900","","","","0"
"2020","Ontario","2016A000235","Total, 12 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110807304","7.1.1.16.1","1070700","","","","0"
"2019","Ontario","2016A000235","Total, 12 years and over","Both sexes","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390951073","7.1.1.28.1","2495500","","","","0"
"2020","Ontario","2016A000235","Total, 12 years and over","Both sexes","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390951073","7.1.1.28.1","2679800","","","","0"
"2019","Ontario","2016A000235","Total, 12 years and over","Both sexes","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390951081","7.1.1.29.1","682100","","","","0"
"2020","Ontario","2016A000235","Total, 12 years and over","Both sexes","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390951081","7.1.1.29.1","710000","","","","0"
"2019","Ontario","2016A000235","Total, 12 years and over","Both sexes","Heavy drinking","Number of persons","Number","223","units","0","v110807311","7.1.1.17.1","2024700","","","","0"
"2020","Ontario","2016A000235","Total, 12 years and over","Both sexes","Heavy drinking","Number of persons","Number","223","units","0","v110807311","7.1.1.17.1","1896500","","","","0"
"2019","Ontario","2016A000235","Total, 12 years and over","Both sexes","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110807318","7.1.1.18.1","","..","","","0"
"2020","Ontario","2016A000235","Total, 12 years and over","Both sexes","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110807318","7.1.1.18.1","5942000","","","","0"
"2019","Ontario","2016A000235","Total, 12 years and over","Both sexes","Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)","Number of persons","Number","223","units","0","v110807325","7.1.1.19.1","","..","","","0"
"2020","Ontario","2016A000235","Total, 12 years and over","Both sexes","Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)","Number of persons","Number","223","units","0","v110807325","7.1.1.19.1","358200","","","","0"
"2019","Ontario","2016A000235","Total, 12 years and over","Both sexes","Breast milk feeding initiation","Number of persons","Number","223","units","0","v110807332","7.1.1.20.1","","..","","","0"
"2020","Ontario","2016A000235","Total, 12 years and over","Both sexes","Breast milk feeding initiation","Number of persons","Number","223","units","0","v110807332","7.1.1.20.1","","..","","","0"
"2019","Ontario","2016A000235","Total, 12 years and over","Both sexes","Exclusive breastfeeding, at least 6 months","Number of persons","Number","223","units","0","v110807339","7.1.1.21.1","","..","","","0"
"2020","Ontario","2016A000235","Total, 12 years and over","Both sexes","Exclusive breastfeeding, at least 6 months","Number of persons","Number","223","units","0","v110807339","7.1.1.21.1","","..","","","0"
"2019","Ontario","2016A000235","Total, 12 years and over","Both sexes","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110807346","7.1.1.22.1","","..","","","0"
"2020","Ontario","2016A000235","Total, 12 years and over","Both sexes","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110807346","7.1.1.22.1","2601300","","","","0"
"2019","Ontario","2016A000235","Total, 12 years and over","Both sexes","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110807353","7.1.1.23.1","8529000","","","","0"
"2020","Ontario","2016A000235","Total, 12 years and over","Both sexes","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110807353","7.1.1.23.1","8566500","","","","0"
"2019","Ontario","2016A000235","Total, 12 years and over","Both sexes","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110807360","7.1.1.24.1","11178400","","","","0"
"2020","Ontario","2016A000235","Total, 12 years and over","Both sexes","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110807360","7.1.1.24.1","11187600","","","","0"
"2019","Ontario","2016A000235","Total, 12 years and over","Both sexes","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110807367","7.1.1.25.1","11309700","","","","0"
"2020","Ontario","2016A000235","Total, 12 years and over","Both sexes","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110807367","7.1.1.25.1","11441400","","","","0"
"2019","Ontario","2016A000235","Total, 12 years and over","Both sexes","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110807374","7.1.1.26.1","","..","","","0"
"2020","Ontario","2016A000235","Total, 12 years and over","Both sexes","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110807374","7.1.1.26.1","","..","","","0"
"2019","Ontario","2016A000235","Total, 12 years and over","Both sexes","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123341475","7.1.1.27.1","4358400","","","","0"
"2020","Ontario","2016A000235","Total, 12 years and over","Both sexes","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123341475","7.1.1.27.1","5092900","","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110810475","8.1.1.1.1","653100","","","","0"
"2020","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110810475","8.1.1.1.1","651600","","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110810482","8.1.1.2.1","119800","","","","0"
"2020","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110810482","8.1.1.2.1","134300","","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110810489","8.1.1.3.1","669500","","","","0"
"2020","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110810489","8.1.1.3.1","671700","","","","0"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110810496","8.1.1.4.1","87700","","","","0"
"2020","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110810496","8.1.1.4.1","97100","","","","0"
